ENSG00000223972.5	chr1:11869
ENSG00000230228.2	chr1:23949383
ENSG00000189266.11	chr1:23959109
ENSG00000188529.14	chr1:23980927
ENSG00000215905.4	chr1:24008519
ENSG00000225315.2	chr1:24040835
ENSG00000142661.18	chr1:24112175
ENSG00000230703.1	chr1:24066774
ENSG00000142677.3	chr1:24143121
ENSG00000185436.11	chr1:24187959
ENSG00000230023.2	chr1:24200240
ENSG00000232298.2	chr1:24321901
ENSG00000158055.15	chr1:24319322
ENSG00000001460.17	chr1:24416934
ENSG00000001461.16	chr1:24415794
ENSG00000117602.11	chr1:24502351
ENSG00000264443.1	chr1:24556024
ENSG00000184454.6	chr1:24556111
ENSG00000227312.2	chr1:24563627
ENSG00000239106.1	chr1:24625513
ENSG00000133226.16	chr1:24631716
ENSG00000169504.14	chr1:24745357
ENSG00000238482.1	chr1:24777979
ENSG00000020633.18	chr1:24965121
ENSG00000278034.1	chr1:24919416
ENSG00000229162.1	chr1:24961345
ENSG00000261025.1	chr1:24970865
ENSG00000264371.1	chr1:25023503
ENSG00000233755.1	chr1:25113120
ENSG00000233419.3	chr1:25125454
ENSG00000231953.2	chr1:25208139
ENSG00000117614.9	chr1:25232502
ENSG00000117616.17	chr1:25338213
ENSG00000272432.1	chr1:25247837
ENSG00000261349.1	chr1:25267136
ENSG00000187010.19	chr1:25272393
ENSG00000224183.1	chr1:25294643
ENSG00000259984.1	chr1:25337465
ENSG00000183726.10	chr1:25337917
ENSG00000188672.17	chr1:25430192
ENSG00000238084.4	chr1:25398721
ENSG00000204178.9	chr1:25430858
ENSG00000157978.11	chr1:25543580
ENSG00000225643.1	chr1:25581478
ENSG00000117643.14	chr1:25617468
ENSG00000233478.1	chr1:25659111
ENSG00000162430.16	chr1:25800176
ENSG00000255054.3	chr1:25811470
ENSG00000228172.5	chr1:25820797
ENSG00000117640.17	chr1:25818640
ENSG00000272478.1	chr1:25832134
ENSG00000127423.10	chr1:25859458
ENSG00000236528.1	chr1:25859613
ENSG00000182749.5	chr1:25871253
ENSG00000207302.1	chr1:25877496
ENSG00000117632.22	chr1:25906991
ENSG00000229786.1	chr1:25887360
ENSG00000223624.1	chr1:25888970
ENSG00000283938.1	chr1:25906454
ENSG00000158006.13	chr1:25998157
ENSG00000207237.1	chr1:25964197
ENSG00000252190.1	chr1:26006006
ENSG00000252691.1	chr1:26006216
ENSG00000158008.9	chr1:26019884
ENSG00000158014.14	chr1:26046133
ENSG00000284309.1	chr1:26046665
ENSG00000158022.6	chr1:26068436
ENSG00000175087.9	chr1:26111165
ENSG00000197245.5	chr1:26159020
ENSG00000282872.1	chr1:26168581
ENSG00000236782.6	chr1:26171821
ENSG00000142684.8	chr1:26169871
ENSG00000142675.17	chr1:26177403
ENSG00000188782.8	chr1:26190561
ENSG00000236155.6	chr1:26209741
ENSG00000278572.1	chr1:26220476
ENSG00000130695.14	chr1:26234153
ENSG00000270733.1	chr1:26263398
ENSG00000142669.14	chr1:26279176
ENSG00000158062.20	chr1:26318363
ENSG00000169442.8	chr1:26317957
ENSG00000176092.14	chr1:26360052
ENSG00000225854.2	chr1:26326688
ENSG00000176083.17	chr1:26374522
ENSG00000131914.10	chr1:26410778
ENSG00000117682.16	chr1:26432282
ENSG00000223583.1	chr1:26455187
ENSG00000225891.1	chr1:26467282
ENSG00000198830.10	chr1:26472450
ENSG00000224129.1	chr1:26520250
ENSG00000117676.13	chr1:26529761
ENSG00000238705.1	chr1:26554542
ENSG00000243905.3	chr1:26593546
ENSG00000252802.1	chr1:26594041
ENSG00000252429.2	chr1:26602432
ENSG00000229247.2	chr1:26640614
ENSG00000238316.1	chr1:26642389
ENSG00000235069.2	chr1:26647447
ENSG00000260063.1	chr1:26694131
ENSG00000117713.18	chr1:26693236
ENSG00000060642.10	chr1:26787472
ENSG00000241188.3	chr1:26814822
ENSG00000204160.11	chr1:26826710
ENSG00000175793.11	chr1:26863138
ENSG00000226698.1	chr1:26876133
ENSG00000142751.14	chr1:26890297
ENSG00000198746.12	chr1:26900466
ENSG00000090273.13	chr1:26900238
ENSG00000131910.4	chr1:26913966
ENSG00000175707.8	chr1:26960406
ENSG00000172746.6	chr1:26980165
ENSG00000224064.1	chr1:26983628
ENSG00000225294.1	chr1:26986340
ENSG00000253368.3	chr1:26993707
ENSG00000158246.7	chr1:27012836
ENSG00000090020.10	chr1:27166981
ENSG00000229985.2	chr1:27176751
ENSG00000214973.3	chr1:27201473
ENSG00000225159.1	chr1:27206930
ENSG00000225990.2	chr1:27211265
ENSG00000224311.1	chr1:27234352
ENSG00000142784.15	chr1:27234516
ENSG00000252098.1	chr1:27255567
ENSG00000243659.1	chr1:27311240
ENSG00000186501.14	chr1:27322145
ENSG00000206888.1	chr1:27325219
ENSG00000241547.1	chr1:27325329
ENSG00000142765.17	chr1:27342020
ENSG00000142733.14	chr1:27366892
ENSG00000142748.12	chr1:27374824
ENSG00000174950.10	chr1:27383380
ENSG00000231207.1	chr1:27389468
ENSG00000181773.6	chr1:27392644
ENSG00000158195.10	chr1:27490158
ENSG00000241169.1	chr1:27457198
ENSG00000237429.1	chr1:27525805
ENSG00000126705.13	chr1:27604431
ENSG00000000938.12	chr1:27635277
ENSG00000235912.1	chr1:27649419
ENSG00000233975.1	chr1:27662722
ENSG00000126709.14	chr1:27672218
ENSG00000225886.3	chr1:27669468
ENSG00000206767.1	chr1:27675709
ENSG00000226662.2	chr1:27687471
ENSG00000207095.1	chr1:27693731
ENSG00000009780.15	chr1:27725979
ENSG00000231344.1	chr1:27739091
ENSG00000230833.1	chr1:27739954
ENSG00000117758.13	chr1:27773183
ENSG00000269971.1	chr1:27773858
ENSG00000270031.1	chr1:27819983
ENSG00000223062.1	chr1:27824538
ENSG00000117751.17	chr1:27830778
ENSG00000252947.1	chr1:27834401
ENSG00000130775.15	chr1:27872543
ENSG00000117748.9	chr1:27914746
ENSG00000130768.14	chr1:27934993
ENSG00000227050.1	chr1:27960193
ENSG00000158156.7	chr1:27959462
ENSG00000158161.15	chr1:28088696
ENSG00000238231.2	chr1:27990524
ENSG00000240750.3	chr1:28032180
ENSG00000228589.3	chr1:28096422
ENSG00000228943.1	chr1:28109739
ENSG00000214812.3	chr1:28121321
ENSG00000253005.1	chr1:28142841
ENSG00000169403.11	chr1:28193936
ENSG00000126698.10	chr1:28233025
ENSG00000130770.17	chr1:28236109
ENSG00000270605.1	chr1:28241453
ENSG00000271398.1	chr1:28247144
ENSG00000130766.4	chr1:28259527
ENSG00000130772.13	chr1:28329002
ENSG00000204138.12	chr1:28369582
ENSG00000206779.1	chr1:28422655
ENSG00000229820.2	chr1:28453541
ENSG00000221216.1	chr1:28481362
ENSG00000180198.15	chr1:28505943
ENSG00000242125.3	chr1:28505980
ENSG00000274266.1	chr1:28507366
ENSG00000200087.1	chr1:28508559
ENSG00000231468.2	chr1:28527227
ENSG00000279443.1	chr1:28544460
ENSG00000180098.9	chr1:28553085
ENSG00000197989.13	chr1:28582983
ENSG00000221539.1	chr1:28578822
ENSG00000278274.1	chr1:28579893
ENSG00000273544.1	chr1:28580512
ENSG00000280498.1	chr1:28581054
ENSG00000274582.1	chr1:28581056
ENSG00000120656.11	chr1:28643085
ENSG00000188060.7	chr1:28592200
ENSG00000229388.1	chr1:28643228
ENSG00000270103.3	chr1:28648600
ENSG00000274978.1	chr1:28648600
ENSG00000162419.12	chr1:28668732
ENSG00000252777.1	chr1:28689665
ENSG00000198492.15	chr1:28736621
ENSG00000116329.10	chr1:28812142
ENSG00000233427.1	chr1:28877336
ENSG00000199756.1	chr1:28881835
ENSG00000159023.19	chr1:28887091
ENSG00000225616.2	chr1:28982608
ENSG00000206704.1	chr1:28985710
ENSG00000277958.1	chr1:29041199
ENSG00000253304.1	chr1:29123935
ENSG00000225750.1	chr1:29146994
ENSG00000116350.16	chr1:29181987
ENSG00000277916.1	chr1:29171453
ENSG00000116353.15	chr1:29230942
ENSG00000237934.1	chr1:29223933
ENSG00000060656.19	chr1:29236516
ENSG00000230523.1	chr1:29350114
ENSG00000225011.4	chr1:29496893
ENSG00000228176.1	chr1:29709547
ENSG00000270927.1	chr1:29905357
ENSG00000233399.2	chr1:30037612
ENSG00000233372.1	chr1:30140263
ENSG00000231251.1	chr1:30226523
ENSG00000236335.1	chr1:30411638
ENSG00000231949.1	chr1:30415825
ENSG00000162510.5	chr1:30723587
ENSG00000186056.9	chr1:30718504
ENSG00000162511.7	chr1:30757820
ENSG00000264773.1	chr1:30739232
ENSG00000229607.1	chr1:30815553
ENSG00000223382.4	chr1:30824228
ENSG00000222784.1	chr1:30843823
ENSG00000235143.1	chr1:30858158
ENSG00000162512.15	chr1:30908761
ENSG00000266210.2	chr1:30918735
ENSG00000134644.15	chr1:31065991
ENSG00000237329.2	chr1:31036734
ENSG00000232768.1	chr1:31050872
ENSG00000215900.4	chr1:31095558
ENSG00000225142.2	chr1:31108623
ENSG00000084628.9	chr1:31239554
ENSG00000060688.12	chr1:31296782
ENSG00000229447.2	chr1:31263681
ENSG00000121766.15	chr1:31296982
ENSG00000229044.1	chr1:31346799
ENSG00000121769.7	chr1:31376850
ENSG00000168528.11	chr1:31409565
ENSG00000215899.3	chr1:31488930
ENSG00000206981.1	chr1:31497683
ENSG00000260386.6	chr1:31500085
ENSG00000265961.1	chr1:31503744
ENSG00000284543.1	chr1:31506226
ENSG00000229167.1	chr1:31575573
ENSG00000142910.15	chr1:31576485
ENSG00000121764.11	chr1:31617686
ENSG00000162517.12	chr1:31644896
ENSG00000235790.7	chr1:31644049
ENSG00000264078.1	chr1:31644694
ENSG00000084636.17	chr1:31704319
ENSG00000121753.12	chr1:31764893
ENSG00000266580.1	chr1:31758735
ENSG00000254545.1	chr1:31789130
ENSG00000134668.12	chr1:31816051
ENSG00000203620.2	chr1:31855568
ENSG00000269967.1	chr1:31921841
ENSG00000184007.18	chr1:31944856
ENSG00000228634.1	chr1:31933020
ENSG00000121774.17	chr1:32013829
ENSG00000203325.3	chr1:32073474
ENSG00000121775.17	chr1:32072031
ENSG00000266203.1	chr1:32086949
ENSG00000276493.1	chr1:32087813
ENSG00000025800.13	chr1:32108038
ENSG00000250135.1	chr1:32170733
ENSG00000084652.15	chr1:32179686
ENSG00000160050.14	chr1:32200386
ENSG00000224066.1	chr1:32206814
ENSG00000160051.11	chr1:32205661
ENSG00000222046.2	chr1:32209094
ENSG00000160055.19	chr1:32222359
ENSG00000084623.11	chr1:32221928
ENSG00000220785.7	chr1:32241620
ENSG00000183615.5	chr1:32247233
ENSG00000182866.16	chr1:32251239
ENSG00000277617.1	chr1:32269597
ENSG00000252450.1	chr1:32286561
ENSG00000116478.11	chr1:32292086
ENSG00000175130.6	chr1:32336379
ENSG00000233775.1	chr1:32350663
ENSG00000162526.6	chr1:32351521
ENSG00000225828.1	chr1:32364278
ENSG00000160058.18	chr1:32394731
ENSG00000224333.1	chr1:32403115
ENSG00000270850.1	chr1:32421979
ENSG00000229259.1	chr1:32426789
ENSG00000263529.2	chr1:32457835
ENSG00000254553.1	chr1:32465057
ENSG00000273274.1	chr1:32465069
ENSG00000160062.14	chr1:32539427
ENSG00000176261.15	chr1:32650903
ENSG00000200591.1	chr1:32639951
ENSG00000162521.18	chr1:32651142
ENSG00000162520.14	chr1:32703596
ENSG00000224409.1	chr1:32725237
ENSG00000162522.10	chr1:32741885
ENSG00000134684.10	chr1:32818153
ENSG00000116497.17	chr1:32816767
ENSG00000160097.16	chr1:32872482
ENSG00000121905.9	chr1:32885994
ENSG00000121900.18	chr1:32901438
ENSG00000116514.16	chr1:32964685
ENSG00000278966.2	chr1:32973553
ENSG00000217644.5	chr1:32979947
ENSG00000239670.1	chr1:32986952
ENSG00000236065.2	chr1:32987075
ENSG00000004455.16	chr1:33080996
ENSG00000276645.1	chr1:33029576
ENSG00000142920.16	chr1:33081104
ENSG00000278997.1	chr1:33143230
ENSG00000116525.13	chr1:33182059
ENSG00000279179.1	chr1:33162851
ENSG00000160094.14	chr1:33256545
ENSG00000270115.1	chr1:33261212
ENSG00000184389.9	chr1:33321098
ENSG00000225313.5	chr1:33307348
ENSG00000134686.18	chr1:33431052
ENSG00000284154.1	chr1:33332492
ENSG00000222112.1	chr1:33336864
ENSG00000233246.1	chr1:33350352
ENSG00000234512.1	chr1:33466249
ENSG00000121903.14	chr1:33472645
ENSG00000235907.2	chr1:33512743
ENSG00000121904.17	chr1:34165842
ENSG00000227000.2	chr1:33838523
ENSG00000176256.10	chr1:33860475
ENSG00000231163.5	chr1:33868953
ENSG00000201148.1	chr1:34112949
ENSG00000142698.14	chr1:34166883
ENSG00000270241.1	chr1:34277292
ENSG00000207941.1	chr1:34669694
ENSG00000163866.8	chr1:34859816
ENSG00000189280.3	chr1:34755047
ENSG00000189433.5	chr1:34759741
ENSG00000255811.1	chr1:34788097
ENSG00000188910.7	chr1:34781189
ENSG00000187513.8	chr1:34792998
ENSG00000230163.1	chr1:34850694
ENSG00000116544.11	chr1:34929585
ENSG00000241014.1	chr1:34985313
ENSG00000271741.1	chr1:35031741
ENSG00000243749.1	chr1:34985353
ENSG00000163867.16	chr1:35031968
ENSG00000233940.1	chr1:35053468
ENSG00000197056.9	chr1:35059786
ENSG00000228348.1	chr1:35122022
ENSG00000116560.10	chr1:35193148
ENSG00000201868.1	chr1:35195969
ENSG00000146463.11	chr1:35268967
ENSG00000240374.3	chr1:35292498
ENSG00000201542.1	chr1:35310274
ENSG00000229994.1	chr1:35350722
ENSG00000227409.1	chr1:35366077
ENSG00000278702.1	chr1:35399997
ENSG00000142687.17	chr1:35557950
ENSG00000236274.1	chr1:35509742
ENSG00000020129.15	chr1:35557473
ENSG00000239636.1	chr1:35577729
ENSG00000116819.6	chr1:35573370
ENSG00000126067.11	chr1:35641844
ENSG00000142686.7	chr1:35719472
ENSG00000092853.13	chr1:35769967
ENSG00000232335.1	chr1:35739389
ENSG00000134698.10	chr1:35808172
ENSG00000092847.11	chr1:35869808
ENSG00000271164.1	chr1:35873752
ENSG00000271914.1	chr1:35930115
ENSG00000126070.19	chr1:35930718
ENSG00000271554.1	chr1:36013630
ENSG00000232862.5	chr1:36084026
ENSG00000092850.11	chr1:36084075
ENSG00000116863.10	chr1:36088875
ENSG00000171812.12	chr1:36125220
ENSG00000054116.11	chr1:36156053
ENSG00000116871.15	chr1:36155579
ENSG00000264592.2	chr1:36191915
ENSG00000054118.13	chr1:36224416
ENSG00000231849.1	chr1:36242156
ENSG00000214193.10	chr1:36306387
ENSG00000142694.6	chr1:36324154
ENSG00000116883.8	chr1:36323734
ENSG00000196182.10	chr1:36385896
ENSG00000181817.5	chr1:36397892
ENSG00000222821.1	chr1:36402859
ENSG00000116885.18	chr1:36450451
ENSG00000201448.1	chr1:36418578
ENSG00000116898.11	chr1:36464437
ENSG00000119535.17	chr1:36483278
ENSG00000230214.1	chr1:36630335
ENSG00000234481.1	chr1:36773140
ENSG00000163873.9	chr1:37034129
ENSG00000264698.1	chr1:37161563
ENSG00000207328.1	chr1:37203610
ENSG00000223944.1	chr1:37325100
ENSG00000252368.1	chr1:37264786
ENSG00000230451.2	chr1:37330852
ENSG00000233621.1	chr1:37474411
ENSG00000163874.10	chr1:37474552
ENSG00000283724.1	chr1:37480230
ENSG00000163875.15	chr1:37514774
ENSG00000263675.1	chr1:37500994
ENSG00000163877.10	chr1:37554344
ENSG00000232273.1	chr1:37544763
ENSG00000237749.4	chr1:37556247
ENSG00000163879.10	chr1:37556919
ENSG00000134697.12	chr1:37595935
ENSG00000169218.13	chr1:37634923
ENSG00000116922.14	chr1:37692249
ENSG00000134690.10	chr1:37692418
ENSG00000183317.16	chr1:37765133
ENSG00000200421.1	chr1:37738054
ENSG00000214141.4	chr1:37776670
ENSG00000227416.2	chr1:37782885
ENSG00000185090.14	chr1:37793802
ENSG00000233728.1	chr1:37800879
ENSG00000196449.3	chr1:37808185
ENSG00000197982.13	chr1:37806979
ENSG00000188786.9	chr1:37859620
ENSG00000235673.1	chr1:37840986
ENSG00000230955.1	chr1:37860697
ENSG00000204084.12	chr1:37947057
ENSG00000252448.1	chr1:37884237
ENSG00000222282.1	chr1:37885023
ENSG00000277168.1	chr1:37953508
ENSG00000183431.11	chr1:37990921
ENSG00000212541.1	chr1:37991462
ENSG00000183386.9	chr1:38005606
ENSG00000183520.11	chr1:38009258
ENSG00000185668.7	chr1:38046794
ENSG00000224592.5	chr1:38047314
ENSG00000223589.2	chr1:38080911
ENSG00000265596.1	chr1:38089231
ENSG00000237290.1	chr1:38214767
ENSG00000275350.1	chr1:38384422
ENSG00000200796.1	chr1:38396659
ENSG00000238063.2	chr1:38474875
ENSG00000215895.4	chr1:38708931
ENSG00000116954.7	chr1:38859823
ENSG00000273637.1	chr1:38874494
ENSG00000228436.2	chr1:38860000
ENSG00000214114.8	chr1:38874105
ENSG00000274944.4	chr1:38881617
ENSG00000131233.9	chr1:38881587
ENSG00000158315.10	chr1:38941799
ENSG00000199963.1	chr1:38926870
ENSG00000207466.1	chr1:38950925
ENSG00000235549.1	chr1:38958925
ENSG00000174574.15	chr1:38991223
ENSG00000168653.10	chr1:39026318
ENSG00000127603.23	chr1:39081316
ENSG00000206654.1	chr1:39121043
ENSG00000222378.1	chr1:39154296
ENSG00000270040.1	chr1:39206512
ENSG00000226438.1	chr1:39257649
ENSG00000217897.2	chr1:39304898
ENSG00000183682.7	chr1:39491646
ENSG00000237624.1	chr1:39514956
ENSG00000182109.7	chr1:39546187
ENSG00000243970.1	chr1:39558707
ENSG00000090621.13	chr1:39576790
ENSG00000228060.1	chr1:39565160
ENSG00000201457.1	chr1:39567508
ENSG00000163909.7	chr1:39639945
ENSG00000225903.1	chr1:39633416
ENSG00000116981.3	chr1:39672038
ENSG00000116983.12	chr1:39691689
ENSG00000084072.16	chr1:39692182
ENSG00000225333.6	chr1:39718028
ENSG00000252413.1	chr1:39723627
ENSG00000116985.11	chr1:39788861
ENSG00000198754.5	chr1:39771348
ENSG00000261798.1	chr1:39788976
ENSG00000229213.1	chr1:39795996
ENSG00000043514.15	chr1:39883511
ENSG00000202222.1	chr1:39881678
ENSG00000116990.10	chr1:39902256
ENSG00000236546.1	chr1:39897745
ENSG00000207356.1	chr1:39944998
ENSG00000168389.17	chr1:39955112
ENSG00000228477.1	chr1:39962680
ENSG00000131236.16	chr1:40040233
ENSG00000131238.16	chr1:40097703
ENSG00000226745.2	chr1:40132764
ENSG00000117000.8	chr1:40161373
ENSG00000207508.1	chr1:40177843
ENSG00000188800.5	chr1:40245947
ENSG00000259943.1	chr1:40257967
ENSG00000084073.8	chr1:40258107
ENSG00000231296.1	chr1:40262984
ENSG00000049089.13	chr1:40317816
ENSG00000227311.3	chr1:40333557
ENSG00000084070.11	chr1:40344850
ENSG00000213172.3	chr1:40364766
ENSG00000187801.14	chr1:40450102
ENSG00000260920.2	chr1:40464319
ENSG00000279667.1	chr1:40473055
ENSG00000187815.9	chr1:40477215
ENSG00000238287.1	chr1:40508661
ENSG00000164002.11	chr1:40508741
ENSG00000227278.1	chr1:40515057
ENSG00000238186.1	chr1:40517174
ENSG00000117010.15	chr1:40531561
ENSG00000236505.1	chr1:40563534
ENSG00000233910.1	chr1:40594353
ENSG00000117016.9	chr1:40665657
ENSG00000237899.1	chr1:40687588
ENSG00000272145.1	chr1:40692066
ENSG00000066136.20	chr1:40691648
ENSG00000198974.3	chr1:40754355
ENSG00000207962.1	chr1:40757284
ENSG00000117013.14	chr1:40784012
ENSG00000264582.2	chr1:40804846
ENSG00000179862.6	chr1:40862366
ENSG00000229528.1	chr1:40863914
ENSG00000228940.1	chr1:40939763
ENSG00000233118.2	chr1:40942515
ENSG00000171793.13	chr1:40979335
ENSG00000281207.1	chr1:41014590
ENSG00000171790.15	chr1:41023237
ENSG00000010803.16	chr1:41242154
ENSG00000215893.3	chr1:41098638
ENSG00000235358.1	chr1:41242373
ENSG00000213987.4	chr1:41264862
ENSG00000204060.6	chr1:41361922
ENSG00000229901.1	chr1:41375669
ENSG00000252563.1	chr1:41467028
ENSG00000127129.9	chr1:41484673
ENSG00000127124.14	chr1:42035925
ENSG00000230881.1	chr1:41535443
ENSG00000230638.4	chr1:41542069
ENSG00000227538.1	chr1:42040597
ENSG00000228776.2	chr1:42140635
ENSG00000044012.3	chr1:42153421
ENSG00000197273.3	chr1:42164718
ENSG00000198815.8	chr1:42335877
ENSG00000227527.2	chr1:42338376
ENSG00000177181.14	chr1:42380795
ENSG00000235002.1	chr1:42412794
ENSG00000066185.12	chr1:42456267
ENSG00000127125.8	chr1:42456117
ENSG00000186409.14	chr1:42463330
ENSG00000230116.1	chr1:42491739
ENSG00000236876.3	chr1:42500339
ENSG00000200254.1	chr1:42569033
ENSG00000236180.2	chr1:42570970
ENSG00000171960.10	chr1:42658425
ENSG00000234917.2	chr1:42678735
ENSG00000065978.18	chr1:42682427
ENSG00000164007.10	chr1:42740254
ENSG00000117385.15	chr1:42767084
ENSG00000164008.14	chr1:42767269
ENSG00000283580.1	chr1:42767292
ENSG00000228452.1	chr1:42776790
ENSG00000274386.5	chr1:42785007
ENSG00000177868.11	chr1:42817252
ENSG00000164010.13	chr1:42817124
ENSG00000228192.7	chr1:42846422
ENSG00000164011.17	chr1:42846573
ENSG00000233708.1	chr1:42888767
ENSG00000237090.1	chr1:42892430
ENSG00000225099.1	chr1:42903232
ENSG00000117394.20	chr1:42959173
ENSG00000284138.1	chr1:42952641
ENSG00000227533.5	chr1:42959049
ENSG00000283973.1	chr1:42961864
ENSG00000207256.1	chr1:42991438
ENSG00000283136.1	chr1:43023637
ENSG00000277513.1	chr1:43104086
ENSG00000186973.10	chr1:43145153
ENSG00000117395.12	chr1:43270936
ENSG00000284410.1	chr1:43171712
ENSG00000243710.7	chr1:43172149
ENSG00000199240.1	chr1:43196417
ENSG00000179178.10	chr1:43269994
ENSG00000253313.5	chr1:43285617
ENSG00000066056.13	chr1:43300993
ENSG00000117400.16	chr1:43337849
ENSG00000234694.1	chr1:43358658
ENSG00000117399.13	chr1:43358955
ENSG00000066322.14	chr1:43368074
ENSG00000283836.1	chr1:43364715
ENSG00000159479.16	chr1:43389808
ENSG00000229431.1	chr1:43385113
ENSG00000198198.15	chr1:43389882
ENSG00000229372.1	chr1:43448644
ENSG00000274975.1	chr1:43448539
ENSG00000178922.16	chr1:43453989
ENSG00000229348.1	chr1:43453927
ENSG00000142949.16	chr1:43525187
ENSG00000066135.12	chr1:43650158
ENSG00000236200.5	chr1:43708138
ENSG00000126091.19	chr1:43705824
ENSG00000229444.1	chr1:43727343
ENSG00000283414.1	chr1:43716467
ENSG00000233674.2	chr1:43743471
ENSG00000283477.1	chr1:43838622
ENSG00000224751.2	chr1:43851611
ENSG00000117407.16	chr1:43933320
ENSG00000237950.1	chr1:43946551
ENSG00000117408.10	chr1:43946939
ENSG00000132768.13	chr1:43970000
ENSG00000117410.13	chr1:43974487
ENSG00000117411.16	chr1:43978943
ENSG00000159214.12	chr1:43991359
ENSG00000196517.11	chr1:44031467
ENSG00000230615.6	chr1:44030443
ENSG00000227163.2	chr1:44088477
ENSG00000271647.1	chr1:44104703
ENSG00000239560.3	chr1:44117397
ENSG00000171872.4	chr1:44118850
ENSG00000233514.1	chr1:44122512
ENSG00000283039.1	chr1:44141631
ENSG00000226804.4	chr1:44151753
ENSG00000200171.1	chr1:44153480
ENSG00000238037.1	chr1:44155301
ENSG00000227994.1	chr1:44172719
ENSG00000271329.1	chr1:44189049
ENSG00000178028.13	chr1:44213455
ENSG00000117419.14	chr1:44355260
ENSG00000233602.1	chr1:44244273
ENSG00000199385.1	chr1:44390722
ENSG00000187147.17	chr1:44405194
ENSG00000263381.1	chr1:44545493
ENSG00000126106.13	chr1:44674555
ENSG00000198520.10	chr1:44674692
ENSG00000199377.1	chr1:44721902
ENSG00000200169.1	chr1:44731170
ENSG00000142945.12	chr1:44739818
ENSG00000225721.5	chr1:44775810
ENSG00000142937.11	chr1:44775251
ENSG00000264294.1	chr1:44775864
ENSG00000200913.1	chr1:44776490
ENSG00000202031.1	chr1:44777843
ENSG00000207421.1	chr1:44778390
ENSG00000281859.1	chr1:44778390
ENSG00000234093.3	chr1:44780715
ENSG00000142959.4	chr1:44787705
ENSG00000173846.12	chr1:44800225
ENSG00000188396.3	chr1:44806675
ENSG00000222009.8	chr1:44808482
ENSG00000117425.13	chr1:44843063
ENSG00000202444.1	chr1:44819997
ENSG00000226499.1	chr1:44844082
ENSG00000070785.16	chr1:44986722
ENSG00000253039.1	chr1:44932323
ENSG00000229815.1	chr1:44958557
ENSG00000232369.1	chr1:44988725
ENSG00000268949.1	chr1:44991834
ENSG00000126107.14	chr1:45011329
ENSG00000126088.13	chr1:45012147
ENSG00000162415.6	chr1:45306209
ENSG00000234315.1	chr1:45070429
ENSG00000281912.1	chr1:45303910
ENSG00000186603.5	chr1:45326905
ENSG00000132781.17	chr1:45340470
ENSG00000132773.11	chr1:45339670
ENSG00000070759.16	chr1:45491166
ENSG00000236872.1	chr1:45415020
ENSG00000280670.2	chr1:45500079
ENSG00000132763.14	chr1:45500053
ENSG00000117450.13	chr1:45523047
ENSG00000234379.1	chr1:45530927
ENSG00000117448.13	chr1:45550543
